Address,City,State,Zip Code,Latitude,Longitude,Number Of Bathrooms,Number of Bedrooms,Price,Price Per Square Foot,Square Feet,Year Built,Sold
3801 SW Pecan Cir,Bentonville,AR,72713,36.312013,-94.3447787,3,4,523525,215,2435,2024,0
5303 SW Tea Olive Ln,Bentonville,AR,72713,36.3350383,-94.2735046,3,4,509425,205,2485,2024,0
1470 Sweetbriar Way,Centerton,AR,72719,36.3487243,-94.3067785,3,4,489950,182,2698,2017,0
1903 SE Clark St,Bentonville,AR,72712,36.3535809,-94.190079,2,3,549900,300,1835,1978,0
5823 W Stoney Brook Rd,Rogers,AR,72758,36.3177856,-94.1970163,2,3,599000,259,2311,1996,0
519 S 14th St,Rogers,AR,72758,36.3265923,-94.1377103,4,5,402200,200,2011,2024,0
3899 Pasofino Loop,Springdale,AR,72764,36.2194559,-94.140201,3,4,589000,185,3185,2005,0
404 NW Saddlebrook Dr,Bentonville,AR,72712,36.3776904,-94.232975,2,4,546900,242,2263,2001,0
2721 W Perry Rd,Rogers,AR,72758,36.3021971,-94.1644741,3,4,3210000,1113,2885,1970,0
9617 Ledge Dr,Springdale,AR,72762,36.239159,-94.2436,4,5,1195000,403,2965,1996,0
4800 S Fieldcrest Ter,Rogers,AR,72758,36.2908079,-94.2265655,2,3,600000,283,2118,2024,0
531 Main St,Centerton,AR,72719,36.3639322,-94.28509,1,4,350000,209,1676,1970,0
10695 Stoney Point Rd,Lowell,AR,72745,36.2762479,-94.0956024,3,3,1200000,335,3580,2023,0
14150 S Mountain Rd,Lowell,AR,72745,36.2816142,-94.0687868,4,6,1150000,240,4785,1998,0
1137 Lexington Cir,Springdale,AR,72762,36.2248657,-94.1446989,4,3,409000,184,2224,2004,0
635 N East St,Rogers,AR,72756,36.3391643,-94.1098256,2,4,264900,170,1555,1978,0
2904 SW Grandshire Ave,Bentonville,AR,72713,36.350343,-94.24386,3,3,399900,195,2047,2024,0
2702 NE Waterfall Ave,Bentonville,AR,72712,36.3723561,-94.2102141,5,5,1350000,278,4850,2024,0
1015 N 12th St,Rogers,AR,72756,36.3444803,-94.1297275,1,3,239900,228,1050,1970,0
6140 W Knoll View Way,Rogers,AR,72758,36.2890103,-94.2031262,4,5,840000,214,3925,2006,0
2802 S 20th Pl,Rogers,AR,72758,36.291588,-94.148976,4,5,639900,209,3055,2022,0
6104 S 67th St,Cave Springs,AR,72718,36.2744475,-94.2102315,3,5,629900,204,3086,2014,0
1363 Shook Dr,Cave Springs,AR,72718,36.2580261,-94.2081499,2,3,399900,202,1982,2016,0
4603 W Mossy Oak Trl,Rogers,AR,72758,36.2698204,-94.1829363,4,4,655000,190,3440,2006,0
1314 S 4th St,Rogers,AR,72756,36.3217222,-94.1208646,1,2,195000,253,772,1980,0
5085 S Strathmore Station Dr,Rogers,AR,72758,36.2911774,-94.2112524,4,4,700000,235,2983,2004,0
2709 Nova Ave,Lowell,AR,72745,36.2639099,-94.1964715,4,4,672900,225,2991,2024,0
2717 Nova Ave,Lowell,AR,72745,36.2636819,-94.1964798,3,4,629900,225,2800,2023,0
2409 W Ash St,Rogers,AR,72758,36.3231703,-94.1536485,2,3,258500,200,1290,1996,0
4302 W Mockingbird Ln,Rogers,AR,72756,36.342838,-94.1783152,2,3,324900,199,1632,1980,0
14095 Pleasant Ridge Rd,Rogers,AR,72756,36.318488,-94.071477,2,2,580000,297,1952,2002,0
1326 Park St,Lowell,AR,72745,36.2773085,-94.1359234,3,4,418000,223,1874,2021,0
1607 W Mimosa St,Rogers,AR,72758,36.3174068,-94.1421303,3,2,324900,160,2031,1987,0
206 NW 5th St,Bentonville,AR,72712,36.3777762,-94.210772,5,4,1750000,547,3200,1918,0
1211 NE Waverly Way,Bentonville,AR,72712,36.3872028,-94.2005883,5,5,1400000,319,4384,2010,0
691 Saint Charles Pl,Centerton,AR,72719,36.3497206,-94.2712325,2,3,236900,215,1100,2023,0
661 Saint Charles Pl,Centerton,AR,72719,36.3502571,-94.27121,3,2,234900,214,1100,2023,0
6101 W Murfield Dr,Rogers,AR,72758,36.2734284,-94.2007046,3,3,565000,236,2392,2018,0
6101 W Star Light Dr,Rogers,AR,72758,36.269624,-94.201189,3,4,640000,229,2800,2023,0
607 W Gillian Ave,Rogers,AR,72758,36.2882805,-94.1261502,2,3,345000,218,1582,2011,0
10994 Murdock Rd,Bentonville,AR,72713,36.2743418,-94.2420271,2,4,345000,174,1978,1982,0
812 SE H St,Bentonville,AR,72712,36.3627032,-94.1998888,1,2,500000,427,1171,1980,0
6301 S 26th St,Rogers,AR,72758,36.2704806,-94.1590947,3,4,615000,217,2828,2006,0
755 Lyon Loop,Springdale,AR,72764,36.2369662,-94.1170981,4,3,459000,201,2280,2022,0
13924 La Faye Dr,Rogers,AR,72758,36.2859453,-94.0751153,4,5,580000,104,5583,1996,0
4801 Augustine Dr,Springdale,AR,72762,36.22366,-94.2131906,3,4,420000,195,2153,2010,0
2713 SE 5th St,Bentonville,AR,72712,36.3680743,-94.177255,3,3,475000,229,2078,1995,0
451 Halleck Coach Rd,Centerton,AR,72719,36.3637039,-94.2777498,3,4,442500,189,2340,2005,0
23 S Fiddlesticks Trl,Rogers,AR,72758,36.2939704,-94.2033464,6,5,1950000,333,5859,2000,0
1515 Park St,Lowell,AR,72745,36.2801189,-94.1353638,3,4,449000,218,2058,2020,0
514 Hook St,Bentonville,AR,72712,36.3777508,-94.2151403,3,2,1500000,709,2115,2022,0
2205 Douglas St,Bentonville,AR,72712,36.3607079,-94.1855972,2,3,550000,387,1421,1981,0
102 SE 11th St,Bentonville,AR,72712,36.359515,-94.2088554,2,4,465000,206,2256,2002,0
2010 Larry Ln,Bentonville,AR,72713,36.312013,-94.3447787,3,4,439950,205,2149,2024,0
10048 Phillips Cemetery Rd,Bentonville,AR,72713,36.2821336,-94.2519484,2,3,435000,302,1440,2010,0
1924 Florence Ave,Lowell,AR,72745,36.2530472,-94.17938,2,4,397500,214,1857,2013,0
1313 Park St,Lowell,AR,72745,36.2766468,-94.1354194,4,4,490140,211,2325,2024,0
1240 Whistler St,Centerton,AR,72713,36.340851,-94.294509,3,4,451675,203,2225,2023,0
101 Barbie Ln,Rogers,AR,72756,36.3335129,-94.1256953,4,3,686000,202,3392,1979,0
701 E Pleasant Vw,Rogers,AR,72756,36.3411973,-94.1059899,4,4,499900,162,3079,1978,0
924 Woodley Green Ln,Cave Springs,AR,72718,36.2521362,-94.2264873,3,4,549950,196,2800,2005,0
201 Gleneagle Dr,Cave Springs,AR,72718,36.2621157,-94.2217622,5,5,1150000,282,4085,2017,0
2510 SE 3rd St,Bentonville,AR,72712,36.3695717,-94.1821561,2,3,495500,359,1381,1995,0
3103 S G St,Rogers,AR,72758,36.2954068,-94.1082473,2,3,299900,201,1490,2006,0
561 Red Bud St,Centerton,AR,72719,36.3518673,-94.292182,2,3,281000,190,1477,2006,0
2607 S 15th Pl,Rogers,AR,72758,36.2917286,-94.1414204,5,6,737000,197,3740,2005,0
5301 SW Nandina Ln,Bentonville,AR,72713,36.3333633,-94.2730387,2,3,484149,213,2273,2024,0
3004 N 15th Pl,Rogers,AR,72756,36.3610101,-94.1398212,2,4,365000,200,1825,2016,0
910 Tennesee Ave,Centerton,AR,72719,36.3489359,-94.2699409,3,3,258900,207,1250,2023,0
890 Tennesee Ave,Centerton,AR,72719,36.3489359,-94.2699409,3,3,258900,207,1250,2023,0
900 Tennesee Ave,Centerton,AR,72719,36.3489359,-94.2699409,3,3,258900,207,1250,2023,0
4405 SW Bermuda Ave,Bentonville,AR,72713,36.3356145,-94.2622396,3,4,445000,187,2376,2006,0
4028 W Sommerset St,Rogers,AR,72758,36.2795788,-94.1995528,3,3,417600,285,1465,2024,0
406 E Laurel Ave,Rogers,AR,72758,36.2897499,-94.1123029,2,4,305000,203,1499,2014,0
608 N Main St,Bentonville,AR,72712,36.3793782,-94.2084501,1,3,749900,551,1361,1940,0
510 Ashwood St,Lowell,AR,72745,36.2635099,-94.187867,2,3,359000,211,1703,2022,0
507 Hillsview Ln,Cave Springs,AR,72718,36.2568719,-94.2024658,3,4,457500,206,2221,2016,0
3302 W Seneca Rd,Rogers,AR,72758,36.3173175,-94.1690941,3,4,498500,189,2640,1977,0
4717 W Mossy Oak Trl,Rogers,AR,72758,36.2686287,-94.1855772,3,4,635000,188,3384,2004,0
806 W Olive St,Rogers,AR,72756,36.3407168,-94.1261302,1,2,225000,313,720,1957,0
704 S 6th St,Rogers,AR,72756,36.3274465,-94.1233575,2,3,275000,196,1400,1979,0
2502 SW 18th St,Bentonville,AR,72713,36.353909,-94.239365,4,4,549900,205,2685,2023,0
2901 NW 3rd St,Bentonville,AR,72712,36.3755711,-94.2445307,2,3,395000,232,1702,2000,0
5101 S Haxton Cir,Bentonville,AR,72713,36.2918346,-94.2304119,4,4,1785000,361,4950,2022,0
206 SE 17th St,Bentonville,AR,72712,36.3524065,-94.2073509,2,3,309900,243,1276,1994,0
410 SW O St,Bentonville,AR,72712,36.3704069,-94.2311327,2,3,750000,361,2076,1988,0
1231 Bradley St,Centerton,AR,72719,36.3555055,-94.3008632,2,4,455000,211,2154,2019,0
220 Cherokee St,Lowell,AR,72745,36.2581571,-94.1802156,2,3,389900,210,1861,2009,0
641 Saint Charles Pl,Centerton,AR,72719,36.350357,-94.271355,3,2,234900,214,1100,2023,0
621 Saint Charles Pl,Centerton,AR,72719,36.35055,-94.27135,3,2,234900,214,1100,2023,0
505 & 515 E Oak St,Rogers,AR,72756,36.3256965,-94.1119033,2,5,599000,303,1980,1990,0
1315 Park St,Lowell,AR,72745,36.2766468,-94.1354194,3,4,487620,210,2325,2024,0
703 SE C St,Bentonville,AR,72712,36.3647545,-94.2054379,1,1,585000,975,600,1980,0
4600 SW Bedingfield St,Bentonville,AR,72712,36.3272342,-94.2430607,3,4,528000,223,2365,2017,0
6003 SW Peaceful Ave,Bentonville,AR,72713,36.331092,-94.280438,2,4,395000,195,2028,2022,0
212 W Laurel Ave,Rogers,AR,72758,36.2900768,-94.1338844,2,3,287900,215,1337,2023,0
1151 Spring Hollow Road,Bentonville,AR,72713,36.3408123,-94.265185,3,4,508000,229,2218,2019,0
6371 Cord Ave,Springdale,AR,72762,36.2310813,-94.2014051,2,4,294700,192,1537,2014,0
410 SW East St,Bentonville,AR,72712,36.3675696,-94.2153553,3,4,2099000,583,3599,2021,0
2506 Walker St,Bentonville,AR,72712,36.3788237,-94.181129,2,3,439941,351,1254,1987,0
3705 SW Hansom Loop,Bentonville,AR,72712,36.3587255,-94.2538652,3,3,355000,187,1903,2004,0
1503 E Stella Dr,Rogers,AR,72756,36.3147137,-94.0942402,3,3,465000,195,2380,2024,0
1830 Wagon Wheel Rd,Springdale,AR,72762,36.2260487,-94.1490372,6,3,565000,167,3379,1997,0
3906 SW Ridgepointe Ave,Bentonville,AR,72712,36.3621628,-94.2563785,2,3,339000,312,1086,2009,0
3803 SW Pecan Cir,Bentonville,AR,72713,36.312013,-94.3447787,3,4,501840,205,2448,2024,0
2606 W Olive St,Rogers,AR,72756,36.341354,-94.1574,3,3,395000,219,1800,2023,0
902 N 13th Pl,Rogers,AR,72756,36.3432376,-94.1357435,2,4,269000,209,1288,1972,0
515 NW D St,Bentonville,AR,72712,36.3794239,-94.2149556,5,5,4700000,1016,4628,1989,0
521 W Chestnut St,Rogers,AR,72756,36.3346002,-94.1222948,6,4,875000,283,3092,1950,0
11114 Pumpkin Hill Dr,Bentonville,AR,72712,36.3851508,-94.25066,3,3,649800,333,1950,1996,0
14471 Sunset Dr,Rogers,AR,72758,36.28872,-94.0637565,2,3,455000,219,2074,1980,0
84 W Champions Blvd,Rogers,AR,72758,36.2975922,-94.2035942,6,5,1600000,273,5858,2006,0
203 SE 12th St,Bentonville,AR,72712,36.3594087,-94.207009,2,3,400000,313,1276,1971,0
2607 N 2nd St,Rogers,AR,72756,36.3571895,-94.1158393,2,3,260000,206,1262,1961,0
1203 SW Willow Bend Ave,Bentonville,AR,72713,36.3329978,-94.2257665,2,3,395000,219,1805,2007,0
821 Boardwalk Ave,Centerton,AR,72719,36.3506626,-94.2700365,1,2,198000,248,800,2023,0
3977 Chesapeake St,Springdale,AR,72762,36.2204991,-94.152876,3,4,499999,202,2474,1996,0
585 Rainbow Rd,Cave Springs,AR,72718,36.269634,-94.208642,4,5,530000,196,2700,2023,0
3704 W Cherokee Rd,Rogers,AR,72758,36.3151411,-94.1715142,3,3,410000,178,2304,2007,0
5802 SW Macasin Ave,Bentonville,AR,72713,36.3723561,-94.2102141,2,4,416900,205,2034,2023,0
2504 SW 18th St,Bentonville,AR,72713,36.353913,-94.239579,4,4,549900,205,2685,2023,0
2500 SW 18th St,Bentonville,AR,72713,36.353905,-94.239151,4,4,549900,205,2685,2023,0
6323 W Valley View Rd,Rogers,AR,72758,36.2842045,-94.2117528,4,4,839900,247,3402,2006,0
403 Magnolia Dr,Bentonville,AR,72712,36.3768667,-94.2174179,3,3,1500000,821,1827,1980,0
1700 Parkview Pl,Bentonville,AR,72712,36.352549,-94.2082324,2,3,315000,227,1390,1995,0
2 S Samoset Ct,Rogers,AR,72758,36.2965705,-94.1943807,7,5,3590000,364,9871,2005,0
4 W Leiston Dr,Rogers,AR,72758,36.3004681,-94.1940608,6,6,1990000,226,8789,2006,0
1707 S Beth Dr,Rogers,AR,72758,36.3169786,-94.1477977,3,2,370000,202,1830,1994,0
2712 W Magnolia St,Rogers,AR,72758,36.3216264,-94.1600345,2,3,350000,165,2121,1976,0
3504 SW Aurora Ln,Bentonville,AR,72713,36.310297,-94.251493,4,5,725000,242,2994,2024,0
722 NW 6th St,Bentonville,AR,72712,36.3787515,-94.2190595,1,3,700000,583,1200,1956,0
2903 S East St,Rogers,AR,72758,36.2985184,-94.1130621,2,3,280000,207,1351,2014,0
14203 Pleasant Ridge Rd,Rogers,AR,72756,36.319307,-94.067485,2,3,260000,185,1408,1994,0
4655 Sadie St,Springdale,AR,72762,36.2284416,-94.1982431,2,4,334900,181,1850,2007,0
3000 N Dixieland Rd,Little Flock,AR,72756,36.3604359,-94.1435994,3,5,390000,164,2383,2000,0
1731 W Broadway Pl,Rogers,AR,72758,36.2880491,-94.1432795,3,3,415000,193,2151,2019,0
806 Carson Dr,Bentonville,AR,72712,36.382351,-94.2187792,2,3,499000,395,1262,1982,0
1015 W Rozell St,Rogers,AR,72756,36.3388191,-94.1288978,1,2,180000,231,780,1977,0
6515 W Alyssa Ln,Rogers,AR,72758,36.290719,-94.2074493,4,4,740000,184,4018,2006,0
812 SW 3rd St,Bentonville,AR,72712,36.371158,-94.2200204,2,2,750000,569,1319,1973,0
13876 Gentilly Rd,Rogers,AR,72758,36.2868471,-94.0759538,2,4,427571,137,3120,1997,0
2202 W Carolina Way,Rogers,AR,72758,36.2926374,-94.1518163,5,6,1200000,198,6070,2015,0
407 NW B St,Bentonville,AR,72712,36.3770302,-94.2115727,3,3,1400000,622,2252,1928,0
105 SE 14th St,Bentonville,AR,72712,36.3572119,-94.2084171,2,3,699999,553,1266,1972,0
824 S Chateau Dr,Rogers,AR,72758,36.3294185,-94.1565351,4,4,635000,168,3779,1981,0
402 SW 20th St,Bentonville,AR,72712,36.3500531,-94.2135744,3,3,429950,408,1053,1984,0
3 Brookhaven Ct,Bentonville,AR,72712,36.3714497,-94.1948813,2,3,420000,368,1141,1990,0
905 NW 10th St,Bentonville,AR,72712,36.3827743,-94.2223428,2,3,495000,355,1394,1968,0
6407 S Timber Ridge Dr,Rogers,AR,72758,36.2683296,-94.1789953,3,4,599687,187,3202,2006,0
961 Boardwalk Ave,Centerton,AR,72719,36.3506626,-94.2700365,3,2,234900,214,1100,2023,0
304 NW H St,Bentonville,AR,72712,36.3759328,-94.2199332,3,3,925000,449,2061,2018,0
13700 Crazy Horse Dr,Rogers,AR,72758,36.3154512,-94.0783696,3,4,584999,182,3215,2005,0
493 E Lowell Ave,Cave Springs,AR,72718,36.2592686,-94.2250406,2,3,599900,316,1898,1965,0
4203 SW Acres Ave,Bentonville,AR,72713,36.3348117,-94.2604564,3,4,530950,195,2725,2019,0
2816 W Rife Cir,Rogers,AR,72758,36.3308553,-94.1565351,4,3,489000,182,2685,1974,0
2406 SE 16th St,Bentonville,AR,72712,36.3543455,-94.1839166,2,3,410500,218,1883,1980,0
5200 S 43rd St,Rogers,AR,72758,36.2890208,-94.1749946,4,4,552000,190,2906,2003,0
840 Illinois Ave,Centerton,AR,72719,36.349915,-94.270754,1,2,198000,248,800,2023,0
831 Ventnor Ave,Centerton,AR,72719,36.3501369,-94.270873,2,3,236900,215,1100,2023,0
2005 SW Poppy St,Bentonville,AR,72713,36.3499849,-94.243837,3,4,499900,192,2600,2024,0
9966 Old Campbell Rd,Rogers,AR,72758,36.2889578,-94.0498419,7,5,4995000,600,8321,2022,0
812 E Southern Trace Dr,Rogers,AR,72758,36.2939976,-94.1061398,2,3,301620,220,1371,2023,0
3766 Rock Springs St,Springdale,AR,72762,36.2185756,-94.165634,3,4,430000,158,2714,2006,0
703 Bella Vista Rd,Bentonville,AR,72712,36.3800017,-94.2171376,4,4,965000,310,3110,1979,0
1006 S Dixieland Rd,Rogers,AR,72758,36.3233557,-94.1442791,2,4,310000,149,2081,1978,0
1100 E Longview Dr,Rogers,AR,72756,36.3140881,-94.100976,2,4,299000,207,1444,2002,0
9934 Monte Ne Estates Dr,Rogers,AR,72758,36.2885096,-94.0624791,3,4,425000,168,2523,1985,0
705 S 13th St,Rogers,AR,72758,36.3277494,-94.1340641,6,4,545000,155,3508,1948,0
29 W Wimbledon Way,Rogers,AR,72758,36.2972822,-94.209571,6,5,1999000,278,7203,2006,0
599 S Main St,Cave Springs,AR,72718,36.2559511,-94.2334556,3,3,2000000,834,2399,2000,0
